"bill_date","bill_time","bill_no","member_id","sku_code","sku_name","qty","sales"
2022-09-07,"13:00:01  น.","b6114393","68b03544",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-07,"13:02:37  น.","854a488b","",7023050,"สลัดแร็ปหมูย่าง",1,117.2824
2022-09-07,"13:02:37  น.","854a488b","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"13:05:31  น.","bf0bbaf7","dbbe98d9",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"13:05:31  น.","bf0bbaf7","dbbe98d9",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"14:39:43  น.","bb86c645","bde8fbc5",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-07,"16:16:34  น.","a2a57975","5914b8c0",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"16:45:43  น.","9e2f49e2","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"16:48:22  น.","9fed23d5","4bf48b57",7023035,"M-สลัดธัญพืช",1,96.4475
2022-09-07,"16:48:22  น.","9fed23d5","4bf48b57",7023050,"สลัดแร็ปหมูย่าง",1,107.8662
2022-09-07,"09:48:14  น.","93149b71","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0906
2022-09-07,"11:45:33  น.","aad1bd63","",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-07,"12:04:27  น.","91522528","87bafc28",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"12:18:29  น.","90904f1f","8346f5b1",7004034,"อเมริกาโน่ร้อน",1,71.5364
2022-09-07,"12:46:56  น.","ac1a7f88","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"14:07:24  น.","812169b9","5f95a541",7004046,"อเมริกาโน่น้ำผึ้งมะนาว",1,96.492
2022-09-07,"14:07:24  น.","812169b9","5f95a541",7004047,"อเมริกาโน่ส้มสายน้ำผึ้ง",1,96.5009
2022-09-07,"14:11:59  น.","b8e44fab","38d9154a",7001052,"Immune Booster",1,104.8135
2022-09-07,"14:20:58  น.","8367d7e0","",7023048,"สลัดอะโวคาโด",1,158.881
2022-09-07,"14:20:58  น.","8367d7e0","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"14:26:28  น.","b926259c","",7022022,"ซุปฟักทอง",1,75.7016
2022-09-07,"16:54:14  น.","bdab592e","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"17:03:25  น.","8628c165","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"17:27:12  น.","bfede777","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"17:31:23  น.","846e7f3c","",7006016,"น้ำผึ้งมะนาวอินทรีย์",1,75.7016
2022-09-07,"10:38:48  น.","6ec70fb4","",7023038,"L-สลัดผักย่างอินทรีย์",1,150.5684
2022-09-07,"10:38:48  น.","6ec70fb4","",7001052,"Immune Booster",1,112.2984
2022-09-07,"16:29:35  น.","554497ff","",7023040,"L-สลัดหมูหลุมย่าง",2,296.119
2022-09-07,"17:01:17  น.","79bdebf9","",7023035,"M-สลัดธัญพืช",1,114.7993
2022-09-07,"17:01:17  น.","79bdebf9","",7001050,"Good at Heart",1,112.2984
2022-09-07,"17:01:17  น.","79bdebf9","",7023034,"M-สลัดผักย่างอินทรีย์",1,114.7904
2022-09-07,"12:58:16  น.","30504cf0","",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-07,"14:50:57  น.","17f577cb","e033627c",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-07,"17:15:12  น.","2edfc0ba","ab1671dc",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"17:21:42  น.","149e32c6","",7023032,"Mini-สลัดหมูหลุมย่าง",1,71.5453
2022-09-07,"18:16:05  น.","333b09fd","c0621a7e",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8224
2022-09-07,"18:20:36  น.","317db7a4","",7023032,"Mini-สลัดหมูหลุมย่าง",1,71.5453
2022-09-07,"18:41:13  น.","37b6754f","ea4ed11f",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"18:52:13  น.","23024fa9","",7023033,"Mini-สลัดอกไก่ Low uric ย่าง",1,71.5364
2022-09-07,"19:47:38  น.","15165234","c36ecffc",7023032,"Mini-สลัดหมูหลุมย่าง",1,71.5453
2022-09-07,"07:39:28  น.","4e337e3d","88739035",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-07,"07:49:20  น.","75b0e676","",7004044,"มอคค่าเย็น",1,84.0231
2022-09-07,"08:12:58  น.","77f6582f","66a79f7a",7004035,"คาปูชิโน่ร้อน",1,75.7016
2022-09-07,"08:22:22  น.","4db7aa53","",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-07,"08:23:31  น.","76343218","9926453e",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"08:38:09  น.","46ebed6e","285aab2a",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"08:52:41  น.","7d687525","d579562a",7004054,"Add Oat Milk",1,25.7904
2022-09-07,"08:52:41  น.","7d687525","d579562a",7004043,"ลาเต้เย็น",1,84.0231
2022-09-07,"09:00:01  น.","7caa1f12","0a522aef",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"09:21:42  น.","7f2ecb7c","2ade5b85",7004052,"เอสเพรสโซ่มะปี๊ด",1,96.492
2022-09-07,"09:44:14  น.","7a61ddf9","8d4c595b",7004043,"ลาเต้เย็น",1,84.0231
2022-09-07,"09:44:14  น.","7a61ddf9","8d4c595b",7004054,"Add Oat Milk",1,25.7904
2022-09-07,"09:57:45  น.","40202f85","1e17e55f",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-07,"10:41:27  น.","426691dc","a8d4bc66",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"11:08:27  น.","79e50997","c67dda0c",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"11:59:40  น.","54de1fa6","",7022024,"ซุปแครอทขิง",1,75.7016
2022-09-07,"12:05:53  น.","6f5d87ed","",7004050,"มัทฉะลาเต้เย็น",1,88.1794
2022-09-07,"12:14:47  น.","551c7591","3911e178",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"12:29:35  น.","6cd95383","0b7828a3",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"12:52:26  น.","5698a1ff","",7007015,"น้ำผึ้งมะนาวโซดา",2,146.4032
2022-09-07,"12:53:31  น.","6d1b39b4","",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"13:10:28  น.","53d7b77a","",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-07,"13:22:42  น.","69964506","63248b9c",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-07,"13:23:22  น.","50536314","f3786bad",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-07,"14:08:00  น.","51910923","2234190c",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-07,"14:41:34  น.","614ed655","",7004049,"เอสเพรสโซ่มะนาวโซดา",1,96.492
2022-09-07,"14:41:34  น.","614ed655","",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.5009
2022-09-07,"14:51:31  น.","5b0f2429","",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-07,"16:01:08  น.","608cbc62","76a5e6d0",7022021,"ซุปผักโขม",1,75.7016
2022-09-07,"16:01:08  น.","608cbc62","76a5e6d0",7022022,"ซุปฟักทอง",1,75.7016
2022-09-07,"16:07:47  น.","59499a70","",7006016,"น้ำผึ้งมะนาวอินทรีย์",1,75.7016
2022-09-07,"16:22:37  น.","588bf047","",7007016,"น้ำแข็งเปล่า",1,10.8206
2022-09-07,"16:47:34  น.","66477e89","ca8bd7fc",7023049,"สลัดแร็ปผักย่าง",1,117.2913
2022-09-07,"17:04:40  น.","5c068cf5","",7004050,"มัทฉะลาเต้เย็น",1,88.1705
2022-09-07,"17:08:08  น.","5e4032ac","71a0f16e",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"17:08:08  น.","5e4032ac","71a0f16e",7001052,"Immune Booster",1,104.8135
2022-09-07,"17:15:19  น.","6401c0d0","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"12:37:50  น.","1e4c7916","",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-07,"13:06:27  น.","2d17720e","b0f45779",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"13:33:54  น.","3ca654a8","",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-07,"13:58:09  น.","0b702302","",7023033,"Mini-สลัดอกไก่ Low uric ย่าง",1,71.5453
2022-09-07,"15:47:55  น.","29d00479","8d45c46c",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0906
2022-09-07,"16:12:39  น.","2d5d78cb","2d44da06",7023030,"Mini-สลัดผักย่างอินทรีย์",2,138.0906
2022-09-07,"16:55:06  น.","0fb75575","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"16:58:42  น.","37b01950","a11d93f6",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"17:18:47  น.","549706aa","88426969",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"17:25:53  น.","56d1b8f3","e90fd1ee",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"18:12:58  น.","72f057a6","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"18:42:32  น.","7f67d270","85e9985c",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"18:46:05  น.","41ab5cbe","555fb8dd",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"19:10:48  น.","6d182a7d","ea408d50",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-07,"19:42:58  น.","5b0c37e0","",7001052,"Immune Booster",1,104.8135
2022-09-07,"10:26:21  น.","c987d1d2","",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",2,187.9929
2022-09-07,"10:33:09  น.","5c03f570","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"11:01:54  น.","027d069c","",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"11:07:02  น.","97f9223e","caabe405",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"11:07:02  น.","97f9223e","caabe405",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"11:09:36  น.","f2044999","",7023043,"สลัดผักรวมอินทรีย์",1,117.2913
2022-09-07,"11:19:52  น.","67806d3b","",7004059,"I/S อเมริกาโน่",1,71.5453
2022-09-07,"11:37:21  น.","383cf4e0","e6b424f0",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"11:40:36  น.","c845bbe5","",7023039,"L-สลัดธัญพืช",2,271.1723
2022-09-07,"11:45:33  น.","5dc19f47","",7022022,"ซุปฟักทอง",3,217.1137
2022-09-07,"11:47:35  น.","03bf6cab","",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-07,"11:50:17  น.","963b4809","fd313fca",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-07,"11:55:13  น.","3a7a4ab9","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"12:12:38  น.","5f87211e","f03b11b7",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"12:12:38  น.","5f87211e","f03b11b7",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-07,"12:24:45  น.","5e454b29","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"12:24:45  น.","5e454b29","",7023043,"สลัดผักรวมอินทรีย์",1,117.2913
2022-09-07,"12:27:50  น.","003bb8c5","",7004043,"ลาเต้เย็น",1,84.0231
2022-09-07,"12:36:11  น.","95bf9c67","",7023043,"สลัดผักรวมอินทรีย์",1,117.2913
2022-09-07,"12:37:15  น.","f042f7c0","",7006016,"น้ำผึ้งมะนาวอินทรีย์",1,75.7016
2022-09-07,"12:39:00  น.","3ef7360b","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"12:42:54  น.","ce8e790e","",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-07,"12:47:07  น.","5b0a5dac","",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-07,"12:53:27  น.","0574ae40","38be28d5",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-07,"13:00:41  น.","90f08ae2","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"13:09:53  น.","cf4c1339","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"13:31:55  น.","04b6c477","1bcb6a9a",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"13:32:50  น.","9132e0d5","a296f513",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-07,"13:46:46  น.","a8f7c6c7","b9f8c5bf",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"13:58:31  น.","cd0aad60","daa1f592",7004041,"อเมริกาโน่เย็น",1,79.8579
2022-09-07,"14:41:44  น.","630d1189","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"14:44:54  น.","3cb18852","77ee2610",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-07,"14:50:28  น.","a935acf0","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"15:05:04  น.","594ce3f5","",7023042,"สลัดเคลอินทรีย์ แซลมอนย่าง",1,158.881
2022-09-07,"15:06:44  น.","07321019","",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-07,"15:23:17  น.","92b634bb","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"15:32:44  น.","f74b5f1c","",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-07,"15:58:26  น.","62cf7bbe","2a1f3443",7023030,"Mini-สลัดผักย่างอินทรีย์",1,71.5453
2022-09-07,"16:03:04  น.","37edcf6f","",7004063,"I/S คาปูชิโน่",1,75.7016
2022-09-07,"16:27:37  น.","a269ebcd","a38e1192",7023051,"สลัดแร็ปอกไก่ย่าง",2,229.5826
2022-09-07,"16:40:25  น.","c794806a","6c768a3a",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"16:52:12  น.","5210a4c8","",7022024,"ซุปแครอทขิง",1,75.7016
2022-09-07,"16:59:05  น.","0c6e5724","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-07,"17:00:28  น.","99ea7386","97e880f3",7023041,"L-สลัดอกไก่ Low uric ย่าง",1,138.0817
2022-09-07,"17:14:28  น.","fc171821","e913bae2",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-07,"17:42:29  น.","c656ea5d","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"18:15:15  น.","982819b1","243b9d60",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-07,"18:20:36  น.","fdd57216","",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"18:20:36  น.","fdd57216","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-07,"18:24:09  น.","685156b4","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0906
2022-09-07,"18:29:57  น.","a1ed3fa3","",7023052,"สลัดแร็ปธัญพืช",1,117.2913
2022-09-07,"18:38:58  น.","c4105404","60c86536",7025031,"ชุดแซลมอนย่างซอสเทอริยากิ",1,229.5826
2022-09-07,"18:42:32  น.","0fea834a","c4f419d8",7023037,"M-สลัดอกไก่ Low uric ย่าง",1,104.8135
2022-09-07,"18:45:22  น.","9a6ea7e8","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"18:53:58  น.","ff93cc4f","d19697fa",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-07,"18:56:14  น.","35ab7136","",7001049,"Flu Fighter",1,104.8135
2022-09-07,"19:29:20  น.","c5d23e33","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-07,"19:42:20  น.","0e28e97d","96792e50",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-07,"20:05:46  น.","fe51a678","0d59efa0",7023031,"Mini-สลัดธัญพืช",1,71.5453
2022-09-07,"20:47:10  น.","6bd582da","bb0c5fe4",7023054,"สลัดแร็ปอะโวคาโด",1,117.2913
2022-09-08,"14:33:36  น.","67dc635f","ab297a1e",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",2,154.7158
2022-09-08,"14:47:57  น.","29d0b8d0","38024e56",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"15:18:19  น.","e4a9e2a0","bf2eb044",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"18:25:58  น.","d9f00d0d","71214fb7",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"18:50:10  น.","e1f74128","dc46c7f1",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"14:08:51  น.","6d6908cf","e4ddf2b8",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8668
2022-09-08,"18:14:58  น.","ff084024","b5a2efd2",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"19:30:00  น.","d9251bed","",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",2,154.7158
2022-09-08,"14:33:07  น.","685ad48a","a3c698ca",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"17:25:26  น.","a96a1cb3","256fa783",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.849
2022-09-08,"16:44:27  น.","499819ba","42cd3beb",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"15:09:49  น.","1b05e1f0","62c2220f",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"15:04:22  น.","1f0f119c","69291fb9",7009017,"อเมริกาโน่เย็น 240 ml#ขวด",1,79.8668
2022-09-08,"09:47:48  น.","b6f31a97","",7004048,"อเมริกาโน่มะพร้าวน้ำหอม",1,96.492
2022-09-08,"11:25:08  น.","bc6d379d","6d7e1369",7023039,"L-สลัดธัญพืช",1,138.0906
2022-09-08,"11:35:37  น.","85a8118f","58011b8b",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-08,"11:35:37  น.","85a8118f","58011b8b",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-08,"12:16:52  น.","a7423c31","f6301023",7023034,"M-สลัดผักย่างอินทรีย์",1,21.6341
2022-09-08,"12:23:19  น.","9e871a23","a2fa218b",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-08,"12:50:18  น.","8bf14af2","f7582d30",7023039,"L-สลัดธัญพืช",1,134.3793
2022-09-08,"12:50:18  น.","8bf14af2","f7582d30",7001049,"Flu Fighter",1,102.0456
2022-09-08,"14:28:34  น.","ac5471c9","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-08,"14:45:16  น.","9f0f7ad1","8fe09022",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-08,"14:56:28  น.","a48ce29a","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"14:59:54  น.","9d49c488","ce8c2e52",7023039,"L-สลัดธัญพืช",1,138.0817
2022-09-08,"15:24:03  น.","9a406c54","",7023041,"L-สลัดอกไก่ Low uric ย่าง",1,138.0817
2022-09-08,"15:24:03  น.","9a406c54","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"16:06:56  น.","21974e3c","23f6e4e9",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"16:27:22  น.","294fdd6f","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"17:04:01  น.","3db1ed4c","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-08,"17:06:59  น.","3c73877b","5f95a541",7004047,"อเมริกาโน่ส้มสายน้ำผึ้ง",1,96.492
2022-09-08,"17:06:59  น.","3c73877b","5f95a541",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-08,"17:12:01  น.","372fc046","5f95a541",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"17:48:44  น.","0f288c63","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-08,"19:28:19  น.","0a679ae6","43161f27",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2913
2022-09-08,"12:19:38  น.","b830ad41","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-08,"13:52:17  น.","896712c5","2c066c30",7023050,"สลัดแร็ปหมูย่าง",1,117.3002
2022-09-08,"14:11:59  น.","8facd02e","72b4b4a9",7023036,"M-สลัดหมูหลุมย่าง",1,104.8135
2022-09-08,"14:11:59  น.","8facd02e","72b4b4a9",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-08,"14:56:22  น.","86b6294a","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0906
2022-09-08,"17:25:23  น.","e11c4a02","",7023050,"สลัดแร็ปหมูย่าง",1,117.2913
2022-09-08,"17:27:06  น.","da9fd249","",7009018,"ลาเต้เย็น 240 ml#ขวด",1,79.8579
2022-09-08,"17:29:11  น.","d1c39574","e5457433",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2824
2022-09-08,"18:38:57  น.","f4201016","4fe08868",7023040,"L-สลัดหมูหลุมย่าง",1,138.0817
2022-09-08,"19:29:33  น.","e0942af0","",7023034,"M-สลัดผักย่างอินทรีย์",1,104.8135
2022-09-08,"20:18:21  น.","d4c68934","",7001049,"Flu Fighter",1,104.8135
2022-09-08,"20:38:47  น.","c038b917","b21a60f1",7001052,"Immune Booster",1,104.8135
2022-09-08,"21:03:59  น.","f9fd9f05","67d67d39",7023053,"สลัดแร็ปเทมเป้",1,117.2913
2022-09-08,"13:27:27  น.","b7992361","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"14:10:45  น.","8209ea92","3e0cb62c",7004034,"อเมริกาโน่ร้อน",1,71.5453
2022-09-08,"14:23:06  น.","9883c0d4","",7023051,"สลัดแร็ปอกไก่ย่าง",1,117.2913
2022-09-08,"14:24:21  น.","a300589f","",7023038,"L-สลัดผักย่างอินทรีย์",1,138.0817
2022-09-08,"14:41:38  น.","9b0714ba","",7023047,"สลัดแร็ปปลานิลอินทรีย์",1,117.2824
2022-09-08,"14:43:42  น.","a0848cf1","465fec6b",7004047,"อเมริกาโน่ส้มสายน้ำผึ้ง",1,96.492
2022-09-08,"16:06:12  น.","a85c1fa2","",7023035,"M-สลัดธัญพืช",1,104.8135
2022-09-08,"16:14:28  น.","bee491d8","321ac952",7023050,"สลัดแร็ปหมูย่าง",1,117.2824
